injection_id,anomaly_type,injection_time,detection_time,explanation_time,recovery_trigger_time,recovery_completion_time,normalization_time,pre_recovery_cpu,pre_recovery_memory,pre_recovery_error_rate,pre_recovery_anomaly_prob,post_recovery_cpu,post_recovery_memory,post_recovery_error_rate,post_recovery_anomaly_prob,detection_success,recovery_success,recurrence_detected,detection_latency,mttr,end_to_end_latency,recovery_execution_latency,pod_restart_duration,anomaly_prob_reduction
14,memory_leak,1771822285.3404584,1771822290.709328,1771822292.1236744,1771822292.2236743,1771822305.2586074,1771822314.4383044,67.24797657899961,83.59342836000458,0.04608107697642016,0.8332069692471857,34.71300908221201,26.05138178778751,0.013770575400711693,0.16424294229930764,True,True,False,5.3688694735453275,23.728976488113403,29.097846031188965,2.005358046457723,11.029575024999787,0.668964026947878
15,service_crash,1771822285.8544428,1771822293.2308183,1771822294.8231428,1771822294.9231427,1771822319.3048255,1771822333.8077712,26.073240522242756,32.70869310163225,0.8341209982356952,0.8917014084463256,18.730370207997083,21.0193785388691,0.012226965920576593,0.15163465427634237,True,True,False,7.376375439923997,40.57695293426514,47.953328371047974,1.7355662654385065,22.64611661187159,0.7400667541699832
16,cpu_spike,1771822286.3547392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
17,memory_leak,1771822286.8584027,1771822296.9793334,1771822297.819077,1771822297.919077,1771822313.696751,1771822329.0608172,51.602060389016124,94.05094983105101,0.04475376994627879,0.8079812796785439,17.269470424811782,43.11734045696407,0.01766944771423864,0.08869124415727335,True,True,False,10.12093058299281,32.08148384094238,42.20241451263428,2.2903455808189,13.48732858009983,0.7192900355212706
18,service_crash,1771822287.3637455,1771822298.9635859,1771822300.6894193,1771822300.7894192,1771822323.4928324,1771822332.1206167,12.793083034176977,56.91647273859981,0.8601672228653322,0.9323031894455248,21.780595820974014,28.73023936531652,0.014793157898534547,0.1845665389928866,True,True,False,11.59984046034179,33.15703082084656,44.75687122344971,2.110401623198925,20.59301156712013,0.7477366504526382
19,cpu_spike,1771822287.8663528,1771822301.737217,1771822303.4070303,1771822303.5070302,1771822317.473893,1771822324.8983235,96.68120445085204,58.1928717897877,0.01128758722632815,0.8152207314299048,28.270035382161115,20.126539596155467,0.004055352976932474,0.13231006840498793,True,True,False,13.870864242651173,23.1611065864563,37.031970739364624,2.2840632923085753,11.682799299900976,0.6829106630249169
20,memory_leak,1771822288.3675253,1771822300.2864773,1771822301.7644193,1771822301.8644192,1771822327.5565422,1771822336.1152785,49.761990944778034,91.19737107677037,0.13693392182849864,0.8943679797840103,28.15225784600687,34.20771508338679,0.0027798205887337567,0.10515737045891504,True,True,False,11.918951976926932,35.82880115509033,47.74775314331055,1.4485386189211196,24.24358442695072,0.7892106093250952
21,service_crash,1771822288.8842306,1771822296.5362544,1771822297.4022388,1771822297.5022388,1771822318.3102143,1771822336.6909127,28.934158779917887,53.84433910624945,0.7010548372420768,0.9249975050014266,24.850353876377277,24.881074694951113,0.014726590189968601,0.09211585436612837,True,True,False,7.6520236768172545,40.15465831756592,47.806682109832764,2.9460211095048914,17.861954493335208,0.8328816506352983
22,cpu_spike,1771822289.3991973,1771822294.642357,1771822296.1105657,1771822296.2105656,1771822326.3739586,1771822345.6828873,96.89323707286583,51.10476100766333,0.01216392631404144,0.9392477843881588,23.563682966346285,44.16637047609174,0.019308779564695806,0.17795141832010403,True,True,False,5.243159664314538,51.04053020477295,56.283689975738525,1.3542213588140979,28.809171687058285,0.7612963660680547
23,memory_leak,1771822289.9141166,1771822297.8586056,1771822298.936252,1771822299.036252,1771822318.0769656,1771822325.6193569,56.70403787375051,94.04232161241171,0.14528536340149514,0.846910398915192,16.943529875415372,35.37518066747924,0.019811023151981,0.07101260228547861,True,True,False,7.944488920695857,27.760751247406006,35.70524024963379,2.702273343033714,16.338440103125553,0.7758977966297135
24,service_crash,1771822290.426674,1771822300.6099703,1771822302.42603,1771822302.5260298,1771822328.947882,1771822344.4851432,20.784734536592655,38.8077553279348,0.8237444621914054,0.9553147413082935,32.341446371602075,42.83101381391178,0.010715505578357817,0.12522744420307996,True,True,False,10.183296523637367,43.87517285346985,54.05846929550171,2.4815372355084087,23.94031481990536,0.8300872971052136
25,cpu_spike,1771822290.9305656,1771822303.9135175,1771822305.3884633,1771822305.4884632,1771822333.8082504,1771822352.1583304,89.39393703906997,51.26748857919832,0.02315747157772166,0.8867420211494261,15.718845475934842,31.639950453311506,0.011310248059443955,0.09298118781924267,True,True,False,12.982951789667752,48.244812965393066,61.22776484489441,2.403933754515407,25.91585338872202,0.7937608333301834
