cpu_utilization_mean,cpu_utilization_max,cpu_variance_coef,cpu_imbalance,memory_pressure_mean,memory_pressure_max,memory_variance_coef,memory_imbalance,network_in_rate,network_out_rate,network_in_variance_coef,network_out_variance_coef,network_asymmetry,disk_io_rate,disk_io_variance_coef,request_rate,request_variance_coef,error_rate,error_variance_coef,latency_mean,latency_p95,latency_variance_coef,system_stress,resource_efficiency,service_density,cpu_memory_correlation,performance_degradation,timestamp,anomaly_label,anomaly_type
0.38830000000000003,0.5285,0.2596554299341212,0.5995364408962142,0.5115333333333334,0.5788,0.10639870565505881,0.2605890785872541,0.0028399999999999996,0.055255000000000006,0.7428158865968595,0.8097909691430639,0.9022290919661058,0.018069999999999996,0.36478648258800733,0.08782999999999999,0.730636771846008,0.021670651637633306,0.7513134851138353,0.17349,0.27722,0.4409589144408428,0,0.1909693785105997,0.3,0.1664313760733267,0.0019530563998649106, realistic_cpu_spike_374   ,1, cpu_spike
0.5964333333333334,0.9682,0.5012278664923812,1.2272955904543674,0.4976,0.541,0.07508443085559785,0.18327974276527342,0.003356666666666667,0.06519499999999999,1.0644916539271174,0.3497967635554874,0.902068985892845,0.01730333333333333,0.17451774805712822,0.02180333333333333,0.4662308578819552,0.2739642256535698,0.8973214285714284,0.18577666666666665,0.29584,0.4555947403304554,0,0.039143053768588607,0.3,-0.5925753294234928,0.008146908346732934, realistic_cpu_spike_117   ,1, cpu_spike
0.26006666666666667,0.26780000000000004,0.023724682515710402,0.058062035375544795,0.49970000000000003,0.5710999999999999,0.1998111149857772,0.42545527316389825,0.005423333333333333,0.047104999999999994,0.5419605477762346,0.9318543679014968,0.793508250274298,0.01659666666666667,0.15075338269905017,0.06153,0.8843012292637136,0.04030554201202666,0.8817204301075269,0.09922666666666667,0.11176,0.10645625317059491,0,0.1578164408156286,0.3,0.8407254200914447,0.0015868649714803561, realistic_normal_494      ,0, normal
0.2108,0.35359999999999997,0.4861928207361654,1.1181214421252372,0.40806666666666663,0.5767,0.5277725632692984,1.1581440941022711,0.00101,0.056350000000000004,0.4777847563201359,0.6858917480035494,0.9647838046585809,0.013326666666666667,0.40109189656587846,0.05818333333333334,1.1462575010017861,0.5840733314236608,0.9225110348209906,0.23342666666666664,0.3767,0.529646884070286,0,0.1821454659292497,0.3,0.2843245259007222,0.003944128414531118, realistic_service_crash_78,1, service_crash
0.31005000000000005,0.35850000000000004,0.15626511852926947,0.31253023705853894,0.6512666666666667,0.7736,0.1809339953215265,0.4322346197154263,0.010786666666666667,0.054329999999999996,0.5055701671609232,0.6381373090373643,0.6686971998664367,0.013229999999999999,0.10673041848350749,0.03013,1.1673051342250134,0.027326031640668217,0.0,0.14289,0.20812999999999998,0.3717959724384128,0,0.06140729292277383,0.2,1.0,0.004590106007067138, realistic_memory_leak_160 ,1, memory_leak
0.06643333333333333,0.1069,0.43142217796149246,0.9438033115905669,0.4346666666666667,0.5036,0.1495828552366614,0.3591257668711656,0.005246666666666667,0.068215,0.6521959208117566,0.4073151066480979,0.8571590508815157,0.014303333333333333,0.5760918464805224,0.04704666666666666,0.7446192658312497,0.01643757970809126,0.13793103448275862,0.12009666666666668,0.16336,0.2549401268518402,0,0.18056674982409004,0.3,0.786169567667467,0.0024995837380324694, realistic_normal_865      ,0, normal
0.1558,0.19329999999999997,0.24069319640564824,0.48138639281129647,0.4931999999999999,0.5157,0.04127132149612118,0.0999594484995945,0.0032433333333333337,0.049005,0.1893514647963252,0.8977655341291705,0.8758492926246587,0.016013333333333334,0.01835823693617765,0.01196,0.57989435693374,0.03260869565217391,0.7094017094017094,0.12121,0.20113999999999999,0.46631801638810766,0,0.03575485799701047,0.2,1.0,0.009352623456790122, realistic_normal_529      ,0, normal
0.3704333333333333,0.5012,0.33147640847785487,0.7966345721227391,0.4582333333333333,0.6041,0.22644759615198584,0.5078198879755582,0.0023066666666666665,0.13233499999999998,1.0684596236902513,0.24434201080590923,0.965736206233314,0.0114,0.1451288329989645,0.08035,1.0712018506177157,0.005434557145820369,0.0,0.19544333333333336,0.32905,0.4979716913693343,0,0.1893558523173606,0.3,0.8204896881980265,0.0024024994878098747, realistic_cpu_spike_301   ,1, cpu_spike
0.16876666666666665,0.1945,0.12482217717503935,0.30574758048587797,0.5236333333333334,0.5779,0.0934598481215255,0.2264943662868419,0.0028766666666666667,0.055409999999999994,0.3307166618786813,0.8047283883775493,0.9012924470783636,0.01716,0.23498654025240034,0.04495666666666667,0.7270378848827896,0.013272039741973753,0.0,0.11671,0.14626,0.18233207526130085,0,0.1262118659928879,0.3,-0.37287446185860285,0.002539566258069195, realistic_normal_70       ,0, normal
0.22653333333333334,0.2851,0.2045345124579317,0.5001471453796352,0.6250666666666667,0.7127,0.09942930481797596,0.21965656996587024,0.006549999999999999,0.06914000000000001,0.6057395006414683,0.4029505351460804,0.8269256067257815,0.01475,0.021659575736958585,0.07815,0.662172039824907,0.01855406269993602,0.37931034482758624,0.11180999999999999,0.12785,0.11630198647095077,0,0.17932537861404316,0.3,-0.8750763668380606,0.0014126342387871132, realistic_memory_leak_248 ,1, memory_leak
0.3545666666666667,0.5011,0.36271060136847433,0.8830497320673121,0.4873666666666667,0.5268,0.05983139546470493,0.14280828944668628,0.007449999999999999,0.084265,0.5998543432347625,0.1273957158962796,0.8375401969411743,0.013686666666666668,0.28387920015940676,0.03466,0.5150133643466878,0.040873244854779764,0.4117647058823529,0.18517666666666666,0.27338999999999997,0.39798326298374154,0,0.08042385335292752,0.3,-0.18549923872694604,0.005192839783137034, realistic_cpu_spike_248   ,1, cpu_spike
0.25739999999999996,0.292,0.09897538252637823,0.2354312354312354,0.4502333333333333,0.5117,0.09683550646654585,0.21411120159917083,0.006093333333333333,0.066605,0.20252968072408434,0.4563471210870054,0.832366617771614,0.014033333333333332,0.31668810320112256,0.057120000000000004,0.580940302204784,0.007352941176470588,0.5873015873015873,0.12234333333333332,0.19866,0.4411203600417047,0,0.15700215309908838,0.3,-0.16157560528828735,0.0021050126175728373, realistic_normal_571      ,0, normal
0.20546666666666666,0.3513,0.51419624264857,1.2016547696301105,0.4794,0.521,0.09857786148734886,0.22465581977471846,0.004356666666666667,0.07474,0.7555802729663967,0.33797163500133803,0.889839425725828,0.019043333333333332,0.19857028119612152,0.0156,0.9976782437992419,0.09850427350427352,0.30151843817787416,0.11205666666666665,0.14248,0.19207787276191213,0,0.044263690532488416,0.3,0.43726678502689176,0.006750401606425702, realistic_normal_420      ,0, normal
0.27376666666666666,0.5337,0.676477207675902,1.5257518568123705,0.5638,0.6139,0.11602380035091633,0.2527492018446258,0.00237,0.05287,0.5616412570003384,0.7022886324947987,0.9141925974983238,0.019566666666666666,0.14627432787276134,0.08726666666666666,0.8481338058376572,0.01745607333842628,0.31291028446389496,0.12874666666666668,0.17451,0.2623648130359346,0,0.20352159210168305,0.3,-0.9853175110668083,0.0014586102719033234, realistic_normal_948      ,0, normal
0.5508666666666666,0.7179000000000001,0.41642754290842127,0.8920488926539999,0.46063333333333334,0.4993,0.08937993251788968,0.20775743541500832,0.007836666666666665,0.07436,0.4700360483942449,0.26412049488972567,0.8093191028510595,0.019526666666666668,0.25221328050971975,0.04774333333333334,0.6193704123302558,0.0978845213991482,0.8544935805991442,0.20257666666666668,0.27722,0.37890367178703077,0,0.09257068993375343,0.3,0.975910617245931,0.004155987143540997, realistic_cpu_spike_220   ,1, cpu_spike
0.3918,0.4359,0.10025073570622135,0.24349157733537535,0.5023666666666666,0.5264,0.03404308598733475,0.07643819255523862,0.005679999999999999,0.048395,0.8994945570943785,0.9836759995867342,0.7899213908475009,0.01703,0.15261377762967093,0.057896666666666666,0.6606146361847475,0.04651966146582994,0.7326732673267327,0.14909,0.21316,0.35370770475810986,0,0.126665451230629,0.3,0.2400479416350258,0.0025313826475748488, confusing_7               ,1, cpu_spike
0.11346666666666666,0.2521,0.8691869036041825,1.9494712103407759,0.42330000000000007,0.5088,0.18708891774745015,0.45098039215686275,0.004860000000000001,0.051545,0.3241159857062404,0.9400523814142981,0.8276748368464705,0.014496666666666665,0.42677468451316947,0.05739,0.7365457119480839,0.064180751582738,0.6289592760180995,0.12292666666666666,0.16616,0.25626255684335036,0,0.20615458300904024,0.3,0.2845590716546178,0.0021052691670948222, realistic_normal_1193     ,0, normal
0.4478333333333333,0.5941,0.3224206279115758,0.7654633420171195,0.4621666666666666,0.5622,0.22681309658267906,0.5296790479624955,0.009529999999999999,0.085515,0.8729724096124243,0.0407530842542244,0.7994634036565479,0.019483333333333335,0.3147341585374771,0.02647333333333333,1.198290864585071,0.15525056660790731,0.9464720194647201,0.15217,0.21591,0.3431683251578207,0,0.056931899641577056,0.3,-0.44912940168193927,0.005538825527784518, realistic_cpu_spike_371   ,1, cpu_spike
0.13296666666666668,0.1613,0.1592590093696577,0.38280270744547507,0.4311666666666667,0.4556,0.0408336822707356,0.09462698105914198,0.0025733333333333337,0.051635,0.7180980783034367,0.9173041541590008,0.9050576312671922,0.015143333333333332,0.019710166326677214,0.02368666666666667,0.5980845019100192,0.0322262876442443,0.12663755458515286,0.10555999999999999,0.12226999999999999,0.11400266137287408,0,0.08110020543254964,0.3,-0.8659747357560348,0.0042759924385633264, realistic_normal_1192     ,0, normal
0.2451,0.34240000000000004,0.30841225048310333,0.7519379844961239,0.5062,0.5838,0.17962794065064702,0.4053733702094035,0.004076666666666667,0.08561,0.937233401718393,0.16808784020558346,0.9090908989546098,0.014743333333333332,0.29254518539301755,0.07400666666666667,0.6116143146199592,0.011530492748401046,0.21875000000000003,0.13127333333333335,0.18752000000000002,0.30360677475765163,0,0.1919011193223562,0.3,0.7355381073099484,0.0017501555417296243, realistic_normal_583      ,0, normal
0.20256666666666664,0.3248,0.42794703857702504,0.9453677801546816,0.5129,0.6096,0.16677891673574546,0.4055371417430299,0.0029066666666666663,0.058795,0.6386018857531671,0.7008249000765371,0.905783189447343,0.01933666666666667,0.14240468600583528,0.04309666666666667,1.1428368483812934,0.0005414185165132647,0.0,0.10927666666666666,0.13047999999999998,0.13755912050475833,0,0.11719543147208122,0.3,0.19653412547057467,0.002478116259732406, realistic_normal_51       ,0, normal
0.6718999999999999,0.7445,0.09438345583541344,0.22994493228158958,0.5164666666666666,0.5805,0.12353212805256647,0.2925648638182522,0.0013433333333333335,0.048549999999999996,1.2406004926945167,0.9567456230690011,0.9461517715228801,0.015326666666666667,0.5904048640973386,0.012983333333333335,0.7538718108975748,0.05237483953786906,0.0,0.21535666666666667,0.27769,0.3791755550638265,0,0.021489062370693222,0.3,-0.9351822489249607,0.015400953516090582, realistic_cpu_spike_244   ,1, cpu_spike
0.5989666666666666,0.7171,0.16031436398899934,0.39267627580833653,0.5101333333333333,0.6029,0.143893061571937,0.35186879247255615,0.004063333333333334,0.128285,0.6494901466892448,0.28284678645204037,0.9385963736710219,0.01618666666666667,0.3430850511266276,0.02691666666666667,0.7069562847908472,0.07876160990712074,0.25786163522012584,0.21217333333333332,0.34316,0.4735307662793913,0,0.047678091695450654,0.3,0.9987353770633925,0.007600238805970149, realistic_cpu_spike_87    ,1, cpu_spike
0.1351,0.16699999999999998,0.26359374531193785,0.6039970392301999,0.49526666666666663,0.5394,0.07611504420346203,0.1859604253600754,0.0036633333333333335,0.12962,1.3737804848684452,0.2285141181916371,0.9450293789293783,0.014776666666666669,0.5528790640985627,0.029810000000000003,0.5741338847092251,0.012635580901263556,0.7699115044247788,0.12259333333333335,0.17324,0.31645476785314963,0,0.09167136487109837,0.3,0.8173576524942842,0.0039790111435681055, realistic_normal_1124     ,0, normal
0.17253333333333334,0.2644,0.38591613986166234,0.902434312210201,0.4640333333333333,0.4955,0.07544046019194339,0.17304791322462457,0.00613,0.15350999999999998,0.48217069255461154,0.34857663995830895,0.9232021991781372,0.012386666666666669,0.40408069199575014,0.03443333333333334,0.8989294066664383,0.014617618586640851,0.32450331125827814,0.10633999999999999,0.13085,0.16364093057108484,0,0.10488906940143171,0.3,0.5477903423290682,0.0030011288805268104, realistic_normal_29       ,0, normal
0.6421666666666667,0.7804000000000001,0.2814038442744367,0.6127692706981573,0.5081333333333333,0.5595,0.11322939806886965,0.2591839412227762,0.0051,0.08272,0.6422060052044005,0.2088974854932302,0.8838533263054735,0.01873666666666667,0.5469015075279273,0.03643,0.9585130959291897,0.07109525116662091,0.287001287001287,0.12129666666666666,0.15858,0.2445569477443294,0,0.06225754080150388,0.3,0.9785427768765647,0.003240626948080862, realistic_cpu_spike_20    ,1, cpu_spike
0.20179999999999995,0.34729999999999994,0.5954912259660405,1.458374628344896,0.5075666666666666,0.6019,0.13149584239758152,0.2842976292112695,0.003003333333333334,0.107635,0.4133427345981954,0.07093417568634737,0.9457089832121871,0.012363333333333336,0.5439940437427513,0.007253333333333333,0.48075344487242544,0.2876838235294118,0.27795527156549527,0.14284,0.2637,0.6066882091374414,0,0.01988940176408757,0.3,-0.014840713808205971,0.017306946688206787, realistic_normal_479      ,0, normal
0.5060333333333333,0.8229000000000001,0.47356338432339684,1.1449838614057046,0.5312333333333333,0.6081,0.14713995792160744,0.34655204869172374,0.004183333333333333,0.061395,0.5884115524942122,0.6287971333170455,0.8724171976656334,0.01766333333333333,0.20978251195557102,0.01324,0.19511077536302335,0.24219536757301108,0.8711018711018712,0.17562666666666665,0.25312,0.3560103553726314,0,0.02504571536666877,0.3,-0.9931322884918825,0.012333333333333333, realistic_cpu_spike_174   ,1, cpu_spike
0.18506666666666663,0.2232,0.15173191181645124,0.3609510086455332,0.48846666666666666,0.5779,0.13249251131897502,0.30913061280196535,0.0058966666666666655,0.106815,1.2876056259473985,0.063801900482142,0.8953672270362381,0.020016666666666665,0.2786540653803872,0.041016666666666673,0.5741878634617122,0.043965867533522954,0.47874306839186687,0.10595333333333333,0.18594,0.5947822283091769,0,0.11828318754205522,0.3,-0.8524812048275938,0.002521697738992463, realistic_normal_1087     ,0, normal
0.22669999999999998,0.37439999999999996,0.4721101882423851,1.1036612262902514,0.4728666666666667,0.4782,0.00960504087877031,0.023473847455237545,0.008456666666666664,0.06028,0.5529211072852906,0.6589250165892502,0.7539401471227369,0.014736666666666667,0.3621221946545347,0.0091,0.21185908815984644,0.15311355311355312,0.9138755980861245,0.08402666666666667,0.13059,0.4043151520936095,0,0.02529300041691759,0.3,0.9320493019546865,0.00831947194719472, realistic_normal_231      ,0, normal
0.5735,0.7929,0.27751178402783916,0.6496948561464692,0.44723333333333337,0.5089,0.15273970812519275,0.35082358202280683,0.002793333333333333,0.096485,0.7027677199487292,0.056848214748406484,0.9437272220149355,0.01659,0.2724199438704271,0.022570000000000003,0.4198444262572796,0.0002953773445576724,0.0,0.18852333333333332,0.28182,0.40897600774202986,0,0.04337326244314907,0.3,0.12943715789315183,0.007998444350162634, realistic_cpu_spike_59    ,1, cpu_spike
0.22113333333333332,0.2667,0.15267508048317419,0.364938197166114,0.45740000000000003,0.6006,0.27165478640093166,0.6624398775688675,0.008156666666666666,0.060535,0.7985775394120006,0.42066573056909223,0.7625136368431837,0.013966666666666667,0.44808737116184794,0.01697,0.26460534010840986,0.02082105676684345,0.8867924528301887,0.11123000000000001,0.1727,0.399796439715176,0,0.04858751670166061,0.3,0.9508265243269772,0.006189760712298275, realistic_normal_212      ,0, normal
0.11155,0.155,0.38951142985208437,0.7790228597041687,0.5372666666666667,0.6325999999999999,0.14415135339040572,0.3530835091202382,0.006086666666666666,0.0737,0.22716647247637964,0.3568521031207598,0.8474264599670817,0.014549999999999999,0.13583579989375394,0.04923666666666666,0.9074003561124248,0.020919369033917813,0.9417475728155341,0.14893333333333333,0.23762,0.4218184567825593,0,0.14723516658775448,0.2,0.9999999999999999,0.002964634065423662, realistic_normal_307      ,0, normal
0.13693333333333332,0.2285,0.48327199130085036,1.125365141187926,0.5342333333333332,0.6323,0.12983269988636467,0.27890434891121235,0.009283333333333333,0.060274999999999995,0.9525813733644045,0.659062629614268,0.7330777419468876,0.011626666666666665,0.32232702303439803,0.07271666666666665,1.277856144936636,0.009213843685537473,0.9900497512437811,0.09537666666666667,0.11158,0.1621663034008218,0,0.21041716903785868,0.3,0.9735445292100815,0.0012938277187429347, realistic_normal_727      ,0, normal
0.5088333333333334,0.7874,0.3935718964100637,0.9081559122174909,0.5554,0.6796,0.16845048201680826,0.40655383507382054,0.00207,0.06525,0.4198361332006211,0.5325670498084292,0.9385026598558727,0.012589999999999999,0.3561362880132387,0.03318,0.8192484876155514,0.04490657022302592,0.34228187919463093,0.15046,0.19636,0.2623336992861653,0,0.06120453776862299,0.3,-0.8708610837187045,0.004401989467524869, realistic_cpu_spike_162   ,1, cpu_spike
0.2858666666666667,0.4113,0.4418663253136809,1.0434934701492538,0.48839999999999995,0.5366,0.07008800188442456,0.15601965601965598,0.008543333333333335,0.11921999999999999,0.410589621311571,0.16121456131521555,0.8662631360098374,0.013696666666666668,0.24769480940820213,0.00455,0.6800437083868861,0.20586080586080588,0.42348754448398573,0.10232666666666666,0.15958,0.4275116560340949,0,0.01145710928319624,0.3,-0.9869574185132434,0.01843723723723724, realistic_normal_447      ,0, normal
0.2597666666666667,0.40630000000000005,0.41966341253194456,1.0059027332221224,0.48396666666666666,0.5188,0.052189367142270314,0.12211584819891184,0.002776666666666667,0.067555,0.6630977066036584,0.391458811338909,0.9210407698612653,0.016073333333333335,0.2983616979958828,0.022903333333333335,0.5473407621712871,0.026633677776160672,0.0,0.10799333333333334,0.15037,0.27851876325641717,0,0.05997730446927374,0.3,0.9956993905834812,0.00451791939757356, realistic_normal_381      ,0, normal
0.5931000000000001,0.8429000000000001,0.34313481569938203,0.8404990726690272,0.46053333333333335,0.5069,0.10541483374301205,0.24623624782860443,0.0072499999999999995,0.08807999999999999,0.867912516527801,0.13533151680290648,0.8478967707133456,0.01996333333333333,0.22750089230818651,0.042023333333333336,1.1400816497041841,0.04402316173554374,0.8018018018018018,0.18262333333333333,0.32187,0.5506189815067825,0,0.0782824676332702,0.3,0.21984991782360958,0.00424475091035872, realistic_cpu_spike_138   ,1, cpu_spike
0.2242333333333333,0.3555,0.4140585384969794,0.8901441950349338,0.5093666666666666,0.5455,0.05246797050377381,0.12525358288070143,0.0027433333333333337,0.05917,0.736657250583997,0.6393442622950819,0.9113814863026573,0.021683333333333332,0.14371889893123715,0.03842333333333333,1.2119648683229585,0.003990630693155201,0.0,0.10092333333333334,0.13288,0.235580206607069,0,0.10197275300778484,0.3,-0.24709026225781217,0.0025599898537245285, realistic_normal_694      ,0, normal
0.24396666666666664,0.3283,0.27133746835265204,0.6627954638611832,0.47379999999999994,0.495,0.04924792457637344,0.11333896158716754,0.00327,0.06694,0.529484894739374,0.4490588586794144,0.9068508630273343,0.01647,0.15676685897678633,0.023713333333333336,0.3649697509405078,0.059741355074500985,0.8823529411764706,0.12175333333333332,0.18178999999999998,0.3525122928829917,0,0.06428410066416665,0.3,-0.8120133467397261,0.004926625303479902, realistic_normal_567      ,0, normal
0.17936666666666667,0.3286,0.6312185125817518,1.5281546181007246,0.48350000000000004,0.494,0.017247289960198035,0.04219234746639088,0.00322,0.053774999999999996,0.5466073776227858,0.8038121803812179,0.8870076166855406,0.01874333333333333,0.321328637265183,0.01644666666666667,0.7758834048424621,0.02553708958248885,0.5873015873015873,0.10817333333333333,0.13281,0.16516155999127607,0,0.048169481597188334,0.3,-0.979330256258798,0.006200229270156667, realistic_normal_588      ,0, normal
0.4136666666666667,0.8075,0.6837998424768061,1.5749395648670428,0.5090333333333333,0.5415,0.07829450565972841,0.1740553991225198,0.0023666666666666667,0.07407,0.6165379339531137,0.35007425408397463,0.9380750825771872,0.019706666666666667,0.28290554685394587,0.017803333333333334,0.5922398160483356,0.47275791050365096,0.900990099009901,0.19545666666666667,0.29978,0.4185094925753137,0,0.03777094162158339,0.3,0.7104457190975516,0.01039478815812799, realistic_cpu_spike_372   ,1, cpu_spike
0.39149999999999996,0.4473,0.14252873563218388,0.28505747126436776,0.39216666666666666,0.5715,0.4394023992946592,1.050318742031449,0.00979,0.063315,1.0616236890825572,0.5794045644791914,0.7321660524975575,0.014833333333333334,0.42454511625728525,0.027523333333333337,1.0125955836553393,0.2927213273586048,0.8204385601985933,0.25082333333333334,0.35583,0.44561700454217534,0,0.06849440066362505,0.2,1.0,0.008793619259086128, realistic_service_crash_46,1, service_crash
0.2130333333333333,0.4118,0.7083138086637737,1.715224534501643,0.7679666666666667,0.8247,0.05265159003658999,0.11888536828855413,0.003456666666666667,0.12478,0.3163998938913424,0.2546882513223273,0.9460892546638565,0.017693333333333332,0.2976423208147573,0.07995999999999999,1.3179954716165958,0.017800566950141736,0.40515222482435603,0.15808666666666668,0.19993,0.2718170653882849,0,0.15976023976023976,0.3,-0.025626316437178494,0.0019526515151515153, realistic_memory_leak_87  ,1, memory_leak
0.4710333333333333,0.621,0.4169342380564499,0.9073667822517869,0.4542666666666667,0.5175,0.11944717917482377,0.2916788963897857,0.0016166666666666664,0.061465000000000006,0.28464065014161405,0.5130562108517042,0.9487436769994926,0.018223333333333334,0.16762243233750498,0.028043333333333333,0.5742497087827473,0.0912872934743849,0.8229166666666666,0.17470666666666668,0.24403,0.38383685168177034,0,0.0593321344194083,0.3,0.9217975941389707,0.0060153793182600715, realistic_cpu_spike_219   ,1, cpu_spike
0.5685,0.7696,0.2501317199545088,0.5315743183817061,0.4750666666666666,0.5244,0.07727139993228292,0.18523715969688462,0.0017233333333333334,0.049805,0.8647960183546702,0.8070474851922498,0.9331112151933652,0.01719333333333333,0.08055022061407471,0.08771666666666665,0.7149750907876137,0.008778263347900437,0.7316017316017316,0.21267666666666665,0.30335,0.3971412474398201,0,0.16494813050427803,0.3,-0.2023745120740686,0.0023972571857974827, realistic_cpu_spike_191   ,1, cpu_spike
0.2516666666666667,0.36579999999999996,0.3724710553521284,0.912317880794702,0.41830000000000006,0.5136999999999999,0.16625168580772565,0.3915849868515418,0.0028766666666666667,0.06285500000000001,0.9433992446944969,0.5909633282952828,0.9124724118896664,0.01694333333333333,0.26734608686571865,0.06714666666666666,0.8550387021704342,0.013949563145353455,0.42348754448398573,0.11967333333333333,0.15444999999999998,0.20607339421764598,0,0.19463742209768584,0.3,0.7115100980904077,0.0017561142633535514, realistic_normal_120      ,0, normal
0.14980000000000002,0.1996,0.30972666558217865,0.7456608811748999,0.5299666666666667,0.6124,0.15539262718106,0.3677589785521102,0.005866666666666667,0.067855,0.8865497327950689,0.32635767445287744,0.8408427982613507,0.01564,0.5049097427568978,0.015126666666666665,0.506769019122009,0.00727192595857206,0.0,0.12995,0.20001,0.3825566629026106,0,0.0432334587719716,0.3,0.9971623218509429,0.008058081852004963, realistic_normal_744      ,0, normal
